locus_tag	gene_name	start_site	end_site	gene_length
NGK_RS11120	rplP	2036130	2036546	417
NGK_RS11125	rpmC	2036546	2036737	192
NGK_RS11130	rpsQ	2036737	2037000	264
NGK_RS11135	rplN	2037222	2037590	369
NGK_RS11140	rplX	2037602	2037925	324
NGK_RS11145	rplE	2037935	2038474	540
NGK_RS11150	rpsN	2038477	2038782	306
NGK_RS11155	rpsH	2038798	2039190	393
NGK_RS11160	rplF	2039204	2039737	534
NGK_RS11165	rplR	2039751	2040104	354
NGK_RS11170	rpsE	2040123	2040641	519
NGK_RS11175	rpmD	2040634	2040819	186
NGK_RS11180	rplO	2040821	2041255	435
NGK_RS11185	secY	2041267	2042577	1311
NGK_RS11190	infA	2042582	2042800	219
NGK_RS11195	rpmJ	2042821	2042934	114
NGK_RS11200	rpsM	2043000	2043362	363
NGK_RS11205	rpsK	2043382	2043777	396
NGK_RS11210	rpsD	2043797	2044417	621
NGK_RS11215		2044443	2045429	987
NGK_RS11220	rplQ	2045453	2045821	369
NGK_RS11225	minC	2045968	2046681	714
NGK_RS11230	minD	2046710	2047525	816
NGK_RS11235	minE	2047529	2047792	264
NGK_RS11240	oxyR	2047796	2048716	921
NGK_RS11245	porB	2049351	2050397	1047
NGK_RS11250	truA	2050914	2051711	798
NGK_RS14765		2052444	2052569	126
NGK_RS11255		2052619	2053083	465
NGK_RS11260		2053160	2055997	2838
NGK_RS11265		2056102	2057361	1260
NGK_RS11270		2057440	2058831	1392
NGK_RS16610		2059038	2059178	141
NGK_RS11275	lpxA	2059295	2060071	777
NGK_RS11280		2060114	2060794	681
NGK_RS11285	fabZ	2061001	2061450	450
NGK_RS11290	lpxD	2061486	2062529	1044
NGK_RS11295		2062562	2063062	501
NGK_RS11300	bamA	2063128	2065506	2379
NGK_RS11305	rseP	2065563	2066903	1341
NGK_RS11310	ispC	2066938	2068173	1236
NGK_RS11315		2068178	2068975	798
NGK_RS11320		2068978	2069724	747
NGK_RS11325	frr	2069780	2070337	558
NGK_RS11330		2070479	2071471	993
NGK_RS11335		2071476	2072312	837
NGK_RS11340		2072421	2073548	1128
NGK_RS11345		2073618	2073693	76
NGK_RS11350		2073800	2074279	480
NGK_RS11355	rsmG	2074374	2074997	624
NGK_RS11360		2075097	2075870	774
NGK_RS11365	rnhB	2076616	2077200	585
NGK_RS11370	mnmG	2077268	2079163	1896
NGK_RS11375		2079336	2080763	1428
NGK_RS11380	pdxA	2080922	2081914	993
NGK_RS11385		2082144	2084903	2760
NGK_RS11395		2085396	2086388	993
NGK_RS16110		2086443	2086561	119
NGK_RS11400	lpxB	2086539	2087711	1173
NGK_RS15605		2087719	2087877	159
NGK_RS11405		2087959	2088237	279
NGK_RS11410	dapB	2088351	2089160	810
NGK_RS11415		2089170	2089547	378
NGK_RS11420	fur	2089774	2090208	435
NGK_RS11425	aat	2090278	2091003	726
NGK_RS11435	gap	2091258	2092289	1032
NGK_RS11440		2092488	2093327	840
NGK_RS11445		2093473	2095449	1977
NGK_RS11450		2095519	2095594	76
NGK_RS11455		2095627	2095703	77
NGK_RS11460		2095743	2095818	76
NGK_RS11465		2095851	2095927	77
NGK_RS15610		2096053	2096202	150
NGK_RS11475		2096499	2096597	99
NGK_RS11480		2096668	2098053	1386
NGK_RS11485	gyrB	2098152	2100542	2391
NGK_RS11490		2100808	2101680	873
NGK_RS11495		2101768	2103804	2037
NGK_RS11500		2104385	2105548	1164
NGK_RS11505		2105770	2106335	566
NGK_RS11510	katA	2106851	2108365	1515
NGK_RS11515		2108715	2109565	851
NGK_RS11520		2109967	2111094	1128
NGK_RS16315		2111321	2111443	123
NGK_RS11535		2111448	2112673	1226
NGK_RS11540	fabF	2113066	2114313	1248
NGK_RS11545	acpP	2114469	2114705	237
NGK_RS11550		2114937	2115944	1008
NGK_RS11555		2116141	2116614	474
NGK_RS11560		2116628	2116963	336
NGK_RS11565	glnE	2117156	2119846	2691
NGK_RS11575	uvrD	2120270	2122477	2208
NGK_RS16615		2122981	2123329	349
NGK_RS15615		2123623	2123814	192
NGK_RS11585		2123878	2124567	690
NGK_RS11590		2124564	2125307	744
NGK_RS11595	gmhB	2125337	2125900	564
NGK_RS11600		2126043	2127695	1653
NGK_RS16115		2127762	2128277	516
NGK_RS16120		2128291	2128818	528
NGK_RS11610		2128970	2130211	1242
NGK_RS11615	ubiG	2130363	2131091	729
NGK_RS11620	thrB	2131128	2132045	918
NGK_RS11625		2132231	2132749	519
NGK_RS11630		2132769	2134155	1387
NGK_RS11635		2134546	2136087	1542
NGK_RS11640		2136116	2136715	600
NGK_RS11645	nadD	2136712	2137317	606
NGK_RS11650	rsfS	2137376	2137762	387
NGK_RS11655	rlmH	2137815	2138285	471
NGK_RS11660		2138359	2138625	267
NGK_RS11665		2138782	2139465	684
NGK_RS11670	coaD	2139595	2140110	516
NGK_RS11675		2140249	2141556	1308
NGK_RS11680		2141542	2142195	654
NGK_RS11685		2142230	2142988	759
NGK_RS11690		2143072	2143698	627
NGK_RS11695		2143743	2144717	975
NGK_RS11700		2144707	2145675	969
NGK_RS13970		2145694	2145885	192
NGK_RS11705		2145903	2146874	972
NGK_RS16620		2146958	2147020	63
NGK_RS11710	fetA	2147180	2149342	2163
NGK_RS11715		2149852	2150142	291
NGK_RS11720	groL	2150235	2151869	1635
NGK_RS11725		2152573	2154108	1536
NGK_RS13985		2154105	2154197	93
NGK_RS11735		2154233	2154673	441
NGK_RS11740	lysA	2154867	2156087	1221
NGK_RS11745	lptM	2156098	2156268	171
NGK_RS11750	cyaY	2156339	2156662	324
NGK_RS11755		2156695	2157114	420
NGK_RS11760	luxS	2157136	2157642	507
NGK_RS11765	polA	2157786	2160578	2793
NGK_RS11770		2161140	2161835	696
NGK_RS15240		2161827	2161937	111
NGK_RS11775	app	2162075	2166482	4408
NGK_RS11785	mnmE	2166920	2168266	1347
NGK_RS11795	hupB	2169159	2171588	2430
NGK_RS11800	hupA	2171616	2172698	1083
NGK_RS11805		2172941	2174557	1617
NGK_RS11810		2174618	2176492	1875
NGK_RS11815	ppk2	2176663	2177592	930
NGK_RS11820	aldA	2177674	2179105	1432
NGK_RS11825		2179213	2180128	916
NGK_RS11830		2180301	2181101	801
NGK_RS11835	mlaE	2181149	2181925	777
NGK_RS11840	mlaD	2181976	2182470	495
NGK_RS11845		2182501	2183091	591
NGK_RS11850		2183142	2183420	279
NGK_RS14815		2183417	2184243	827
NGK_RS14820		2184368	2184730	363
NGK_RS11865		2184730	2185113	384
NGK_RS11870		2185110	2185598	489
NGK_RS15630		2185832	2185960	129
NGK_RS11880		2185966	2186328	363
NGK_RS15250		2186361	2186495	135
NGK_RS11885	rpmE	2186567	2186782	216
NGK_RS11890		2187046	2187674	629
NGK_RS11895		2187820	2189496	1677
NGK_RS15255		2189545	2189658	114
NGK_RS11900		2189703	2190308	606
NGK_RS11905		2190380	2190772	393
NGK_RS15635		2190777	2190923	147
NGK_RS11915		2190971	2191417	447
NGK_RS11920	rpsU	2191549	2191761	213
NGK_RS11925	ltgA	2192050	2193900	1851
NGK_RS11930		2193972	2194124	153
NGK_RS11935		2194277	2195014	738
NGK_RS11940		2195016	2195702	687
NGK_RS11945		2195861	2196727	867
NGK_RS11950		2196790	2197359	570
NGK_RS11955		2197517	2198377	861
NGK_RS14025		2198513	2198689	177
NGK_RS11970		2199052	2199405	354
NGK_RS11975	atpB	2199395	2200261	867
NGK_RS11980	atpE	2200318	2200554	237
NGK_RS11985		2200624	2201094	471
NGK_RS11990		2201099	2201632	534
NGK_RS11995	atpA	2201643	2203190	1548
NGK_RS12000	atpG	2203215	2204090	876
NGK_RS12005	atpD	2204128	2205525	1398
NGK_RS12010		2205536	2205958	423
NGK_RS12015	glyQ	2206130	2207026	897
NGK_RS12020	glyS	2207143	2209206	2064
NGK_RS12025		2209223	2210309	1087
NGK_RS12030		2210309	2211148	840
NGK_RS12035		2211160	2212083	924
NGK_RS12040		2212143	2213161	1019
NGK_RS12045		2213180	2214022	843
NGK_RS12050		2214709	2215434	726
NGK_RS12055		2215538	2216332	795
NGK_RS12060		2216553	2217038	486
NGK_RS12065	fabG	2217103	2217849	747
NGK_RS12070	guaA	2217911	2219476	1566
NGK_RS12075	msbA	2219576	2221444	1869
NGK_RS12080	fabD	2221583	2222509	927
NGK_RS12085		2222535	2222906	372
NGK_RS12090		2222953	2223915	963
NGK_RS12095		2223942	2224145	204
NGK_RS14040		2224199	2224366	168
NGK_RS16125		2224520	2224735	216
NGK_RS12105		2224762	2225013	252
NGK_RS12110	plsX	2225151	2226197	1047
NGK_RS12115		2226287	2226814	528
NGK_RS12120	rpmF	2226989	2227168	180
NGK_RS12125		2227202	2227702	501
NGK_RS12130		2227850	2228440	591
NGK_RS12135		2228502	2229212	711
NGK_RS12140	yidC	2229293	2230930	1638
NGK_RS12150	yidD	2231103	2231324	222
NGK_RS12155	rnpA	2231389	2231754	366
NGK_RS12160	rpmH	2231757	2231891	135
NGK_RS16625		3	293	291
NGK_RS16130		290	670	381
NGK_RS12180		1056	1925	870
NGK_RS12185		1929	2171	243
NGK_RS12190		2168	2413	246
NGK_RS12195		2416	2601	186
NGK_RS12200		2601	2879	279
NGK_RS12205		2857	3111	255
NGK_RS12210		3158	3745	588
